Date,High,Low,Open,Close,Volume,Adj Close,Name
2018-03-12,223.11000061035156,220.33999633789062,222.97000122070312,220.94000244140625,3216900,220.94000244140625,ADBE
2018-03-13,224.89999389648438,218.42999267578125,223.0,219.75999450683594,4732000,219.75999450683594,ADBE
2018-03-14,221.4600067138672,217.60000610351562,220.75,218.44000244140625,3357600,218.44000244140625,ADBE
2018-03-15,221.47000122070312,218.05999755859375,220.0,218.8699951171875,4457000,218.8699951171875,ADBE
2018-03-16,228.8800048828125,224.0,227.17999267578125,225.5500030517578,8783000,225.5500030517578,ADBE
2018-03-19,226.58999633789062,218.67999267578125,224.47999572753906,222.17999267578125,4029300,222.17999267578125,ADBE
2018-03-20,231.33999633789062,223.0,223.19000244140625,229.75,5019300,229.75,ADBE
2018-03-21,229.25,225.61000061035156,228.75999450683594,226.85000610351562,3971800,226.85000610351562,ADBE
2018-03-22,225.8699951171875,220.25999450683594,223.86000061035156,220.52000427246094,3008700,220.52000427246094,ADBE
2018-03-23,222.4600067138672,214.77999877929688,219.52000427246094,215.02000427246094,4297200,215.02000427246094,ADBE
2018-03-26,229.14999389648438,218.5,218.8300018310547,228.91000366210938,4485400,228.91000366210938,ADBE
2018-03-27,230.97999572753906,212.25,229.89999389648438,213.8000030517578,5468100,213.8000030517578,ADBE
2018-03-28,217.14999389648438,209.0399932861328,213.72000122070312,212.5399932861328,4503200,212.5399932861328,ADBE
2018-03-29,219.58999633789062,210.27000427246094,213.35000610351562,216.0800018310547,3757400,216.0800018310547,ADBE
2018-04-02,216.5,207.22000122070312,214.80999755859375,212.27999877929688,3494900,212.27999877929688,ADBE
2018-04-03,217.85000610351562,212.27999877929688,214.77999877929688,215.92999267578125,3017800,215.92999267578125,ADBE
2018-04-04,226.27999877929688,210.5,210.7100067138672,225.0500030517578,4474400,225.0500030517578,ADBE
2018-04-05,228.8000030517578,221.61000061035156,227.94000244140625,223.5399932861328,4084900,223.5399932861328,ADBE
2018-04-06,224.4600067138672,216.75,221.88999938964844,218.61000061035156,2964500,218.61000061035156,ADBE
2018-04-09,224.44000244140625,218.82000732421875,220.0800018310547,219.1699981689453,2536100,219.1699981689453,ADBE
2018-04-10,225.16000366210938,221.17999267578125,222.61000061035156,224.52999877929688,2823200,224.52999877929688,ADBE
2018-04-11,226.6199951171875,222.5399932861328,222.92999267578125,223.6300048828125,1851100,223.6300048828125,ADBE
2018-04-12,228.38999938964844,225.1199951171875,225.72000122070312,226.9600067138672,2084100,226.9600067138672,ADBE
2018-04-13,228.9499969482422,222.5500030517578,228.85000610351562,224.05999755859375,2029300,224.05999755859375,ADBE
2018-04-16,227.22999572753906,222.9499969482422,226.0800018310547,226.52000427246094,2130700,226.52000427246094,ADBE
2018-04-17,232.2100067138672,228.07000732421875,228.55999755859375,231.16000366210938,3404400,231.16000366210938,ADBE
2018-04-18,233.1699981689453,228.6199951171875,231.6999969482422,231.10000610351562,2261600,231.10000610351562,ADBE
2018-04-19,230.42999267578125,226.27999877929688,230.11000061035156,227.6199951171875,2620100,227.6199951171875,ADBE
2018-04-20,227.60000610351562,223.0500030517578,227.0,225.24000549316406,2403700,225.24000549316406,ADBE
2018-04-23,229.14999389648438,224.75,226.38999938964844,225.3000030517578,2138000,225.3000030517578,ADBE
2018-04-24,228.3000030517578,215.77999877929688,227.0,217.88999938964844,3450800,217.88999938964844,ADBE
2018-04-25,219.39999389648438,213.25,218.16000366210938,217.32000732421875,2946100,217.32000732421875,ADBE
2018-04-26,223.19000244140625,218.85000610351562,219.77000427246094,221.91000366210938,2235900,221.91000366210938,ADBE
2018-04-27,224.17999267578125,219.67999267578125,223.0800018310547,221.89999389648438,1503100,221.89999389648438,ADBE
2018-04-30,224.13999938964844,219.5399932861328,223.27000427246094,221.60000610351562,1766300,221.60000610351562,ADBE
2018-05-01,224.49000549316406,219.3800048828125,220.77000427246094,224.0800018310547,1792900,224.0800018310547,ADBE
2018-05-02,224.5,220.5500030517578,224.3000030517578,221.10000610351562,2202900,221.10000610351562,ADBE
2018-05-03,227.3699951171875,218.74000549316406,220.00999450683594,226.0500030517578,2507900,226.0500030517578,ADBE
2018-05-04,229.38999938964844,223.38999938964844,223.88999938964844,228.50999450683594,1663700,228.50999450683594,ADBE
2018-05-07,232.36000061035156,229.02000427246094,229.5399932861328,230.99000549316406,1808300,230.99000549316406,ADBE
2018-05-08,235.0,228.75,229.74000549316406,234.55999755859375,2244600,234.55999755859375,ADBE
2018-05-09,240.14999389648438,233.52999877929688,235.0,239.74000549316406,3091600,239.74000549316406,ADBE
2018-05-10,241.75999450683594,238.24000549316406,240.4600067138672,241.14999389648438,1941400,241.14999389648438,ADBE
2018-05-11,241.92999267578125,238.7899932861328,241.02999877929688,241.8800048828125,2261700,241.8800048828125,ADBE
2018-05-14,243.33999633789062,237.24000549316406,242.0,238.3699951171875,2670800,238.3699951171875,ADBE
2018-05-15,237.35000610351562,233.0,235.63999938964844,236.60000610351562,2130100,236.60000610351562,ADBE
2018-05-16,238.1199951171875,235.83999633789062,236.58999633789062,237.38999938964844,1843700,237.38999938964844,ADBE
2018-05-17,239.6699981689453,234.8300018310547,237.32000732421875,236.85000610351562,1690600,236.85000610351562,ADBE
2018-05-18,239.27999877929688,235.25999450683594,236.24000549316406,238.08999633789062,1888200,238.08999633789062,ADBE
2018-05-21,240.77999877929688,237.11000061035156,239.85000610351562,238.10000610351562,1757900,238.10000610351562,ADBE
2018-05-22,243.49000549316406,237.75999450683594,241.14999389648438,238.7899932861328,2950200,238.7899932861328,ADBE
2018-05-23,244.08999633789062,236.0,236.32000732421875,243.91000366210938,2757600,243.91000366210938,ADBE
2018-05-24,245.89999389648438,240.72000122070312,243.7899932861328,245.14999389648438,2779600,245.14999389648438,ADBE
2018-05-25,245.7899932861328,242.8699951171875,245.0,243.55999755859375,2152900,243.55999755859375,ADBE
2018-05-29,243.38999938964844,240.3800048828125,242.99000549316406,242.19000244140625,2093400,242.19000244140625,ADBE
2018-05-30,248.55999755859375,244.38999938964844,244.39999389648438,247.39999389648438,2319300,247.39999389648438,ADBE
2018-05-31,251.52000427246094,246.5800018310547,247.11000061035156,249.27999877929688,3838400,249.27999877929688,ADBE
2018-06-01,251.8300018310547,248.85000610351562,250.5500030517578,251.30999755859375,2773200,251.30999755859375,ADBE
2018-06-04,254.72000122070312,251.10000610351562,252.85000610351562,253.33999633789062,3058700,253.33999633789062,ADBE
2018-06-05,254.05999755859375,251.11000061035156,254.0,252.6999969482422,2677400,252.6999969482422,ADBE
2018-06-06,254.07000732421875,251.5,253.75,253.9499969482422,3963600,253.9499969482422,ADBE
2018-06-07,254.0500030517578,244.02999877929688,253.24000549316406,247.50999450683594,4169200,247.50999450683594,ADBE
2018-06-08,251.66000366210938,245.8300018310547,246.86000061035156,251.2100067138672,2880600,251.2100067138672,ADBE
2018-06-11,253.47999572753906,250.1300048828125,251.75999450683594,251.0,2868200,251.0,ADBE
2018-06-12,254.8000030517578,251.1300048828125,252.64999389648438,252.58999633789062,3513300,252.58999633789062,ADBE
2018-06-13,257.8999938964844,253.64999389648438,253.6999969482422,256.1300048828125,3590700,256.1300048828125,ADBE
2018-06-14,258.9100036621094,256.5799865722656,257.1499938964844,258.1000061035156,5618300,258.1000061035156,ADBE
2018-06-15,253.8699951171875,247.52000427246094,251.27999877929688,251.82000732421875,9052800,251.82000732421875,ADBE
2018-06-18,256.7699890136719,249.8000030517578,250.52000427246094,255.69000244140625,3764300,255.69000244140625,ADBE
2018-06-19,253.64999389648438,247.89999389648438,251.8300018310547,251.74000549316406,3532500,251.74000549316406,ADBE
2018-06-20,254.8000030517578,250.97999572753906,253.5,251.24000549316406,2577500,251.24000549316406,ADBE
2018-06-21,252.72000122070312,247.57000732421875,252.0,248.8300018310547,2639700,248.8300018310547,ADBE
2018-06-22,248.8000030517578,243.25999450683594,248.11000061035156,243.6300048828125,4124500,243.6300048828125,ADBE
2018-06-25,241.9600067138672,235.8699951171875,240.14999389648438,239.67999267578125,4575400,239.67999267578125,ADBE
2018-06-26,244.22999572753906,239.66000366210938,240.6699981689453,242.25,2998300,242.25,ADBE
2018-06-27,244.97999572753906,237.50999450683594,243.4600067138672,237.67999267578125,3499500,237.67999267578125,ADBE
2018-06-28,241.82000732421875,236.44000244140625,236.58999633789062,239.80999755859375,2217200,239.80999755859375,ADBE
2018-06-29,245.49000549316406,241.5,241.8800048828125,243.80999755859375,3774700,243.80999755859375,ADBE
2018-07-02,243.3300018310547,239.60000610351562,241.0500030517578,243.25999450683594,4127400,243.25999450683594,ADBE
2018-07-03,245.94000244140625,241.6699981689453,244.72000122070312,242.00999450683594,1307700,242.00999450683594,ADBE
2018-07-05,244.6199951171875,242.13999938964844,243.0399932861328,244.17999267578125,1863400,244.17999267578125,ADBE
2018-07-06,248.72000122070312,243.22000122070312,244.47999572753906,248.19000244140625,1889700,248.19000244140625,ADBE
2018-07-09,250.66000366210938,246.3699951171875,249.89999389648438,249.77000427246094,2170700,249.77000427246094,ADBE
2018-07-10,250.85000610351562,248.2100067138672,250.47000122070312,248.6300048828125,2012400,248.6300048828125,ADBE
2018-07-11,249.74000549316406,245.85000610351562,246.64999389648438,248.1199951171875,1730600,248.1199951171875,ADBE
2018-07-12,255.0500030517578,249.3800048828125,249.94000244140625,254.8699951171875,2761600,254.8699951171875,ADBE
2018-07-13,259.510009765625,253.49000549316406,254.63999938964844,258.5899963378906,3934100,258.5899963378906,ADBE
2018-07-16,259.0400085449219,253.8300018310547,258.6300048828125,254.67999267578125,2165100,254.67999267578125,ADBE
2018-07-17,258.67999267578125,250.7100067138672,252.67999267578125,258.30999755859375,2552000,258.30999755859375,ADBE
2018-07-18,260.94000244140625,256.5400085449219,257.8599853515625,259.7799987792969,2637000,259.7799987792969,ADBE
2018-07-19,259.6000061035156,256.3599853515625,258.0,257.67999267578125,1980200,257.67999267578125,ADBE
2018-07-20,259.45001220703125,256.739990234375,258.1700134277344,257.5400085449219,2221800,257.5400085449219,ADBE
2018-07-23,260.1400146484375,256.3800048828125,257.6600036621094,259.4700012207031,1935700,259.4700012207031,ADBE
2018-07-24,262.7300109863281,255.92999267578125,261.0400085449219,257.489990234375,2433300,257.489990234375,ADBE
2018-07-25,263.5,257.8299865722656,258.3500061035156,263.1700134277344,2270300,263.1700134277344,ADBE
2018-07-26,263.8299865722656,258.489990234375,261.9200134277344,261.92999267578125,2265800,261.92999267578125,ADBE
2018-07-27,262.8599853515625,253.0500030517578,262.04998779296875,254.80999755859375,3030900,254.80999755859375,ADBE
2018-07-30,254.75999450683594,240.10000610351562,254.4199981689453,242.32000732421875,5496800,242.32000732421875,ADBE
2018-07-31,246.8000030517578,241.16000366210938,244.92999267578125,244.67999267578125,2939500,244.67999267578125,ADBE
2018-08-01,248.75999450683594,244.24000549316406,245.0,248.00999450683594,3185000,248.00999450683594,ADBE
2018-08-02,252.57000732421875,245.0,245.6999969482422,252.22000122070312,2395400,252.22000122070312,ADBE
2018-08-03,254.38999938964844,249.47999572753906,252.5800018310547,253.27999877929688,2100300,253.27999877929688,ADBE
2018-08-06,254.8800048828125,251.5399932861328,252.74000549316406,254.11000061035156,1535300,254.11000061035156,ADBE
2018-08-07,255.16000366210938,252.4499969482422,254.5,253.38999938964844,1885400,253.38999938964844,ADBE
2018-08-08,254.57000732421875,251.6300048828125,252.9499969482422,253.8300018310547,1585400,253.8300018310547,ADBE
2018-08-09,255.75,253.38999938964844,254.5500030517578,253.8000030517578,2092000,253.8000030517578,ADBE
2018-08-10,254.97000122070312,251.5,252.0,253.6999969482422,1789000,253.6999969482422,ADBE
2018-08-13,256.6000061035156,253.3000030517578,254.16000366210938,253.5399932861328,1532700,253.5399932861328,ADBE
2018-08-14,256.25,252.08999633789062,254.3800048828125,256.04998779296875,2100300,256.04998779296875,ADBE
2018-08-15,255.8300018310547,248.02000427246094,253.8000030517578,250.52000427246094,2744700,250.52000427246094,ADBE
2018-08-16,253.3000030517578,248.10000610351562,252.7899932861328,248.88999938964844,2420400,248.88999938964844,ADBE
2018-08-17,249.22000122070312,243.7100067138672,248.38999938964844,245.6999969482422,2744200,245.6999969482422,ADBE
2018-08-20,250.3699951171875,246.0,246.0800018310547,249.75999450683594,2901300,249.75999450683594,ADBE
2018-08-21,253.3300018310547,250.36000061035156,250.4499969482422,251.5,2168900,251.5,ADBE
2018-08-22,256.1600036621094,250.36000061035156,250.58999633789062,255.5399932861328,1895400,255.5399932861328,ADBE
2018-08-23,258.3299865722656,254.47000122070312,254.6199951171875,257.0,2984300,257.0,ADBE
2018-08-24,263.3900146484375,258.3299865722656,258.3299865722656,261.510009765625,3862300,261.510009765625,ADBE
2018-08-27,263.70001220703125,259.3900146484375,263.0,262.3999938964844,2433000,262.3999938964844,ADBE
2018-08-28,263.70001220703125,261.0299987792969,263.70001220703125,263.0400085449219,1867100,263.0400085449219,ADBE
2018-08-29,269.9599914550781,262.55999755859375,263.0,268.3599853515625,3155200,268.3599853515625,ADBE
2018-08-30,269.04998779296875,265.5,266.7200012207031,266.42999267578125,2409300,266.42999267578125,ADBE
2018-08-31,266.8299865722656,263.20001220703125,265.54998779296875,263.510009765625,2944500,263.510009765625,ADBE
2018-09-04,266.92999267578125,262.29998779296875,263.6700134277344,266.67999267578125,2158200,266.67999267578125,ADBE
2018-09-05,266.1600036621094,254.5399932861328,265.6099853515625,256.1400146484375,4203300,256.1400146484375,ADBE
2018-09-06,260.2699890136719,255.13999938964844,256.95001220703125,259.75,2810800,259.75,ADBE
2018-09-07,263.6700134277344,257.1199951171875,258.0,260.8699951171875,2894300,260.8699951171875,ADBE
2018-09-10,265.92999267578125,260.7900085449219,264.2699890136719,265.3699951171875,2633600,265.3699951171875,ADBE
2018-09-11,268.6000061035156,263.30999755859375,265.29998779296875,267.0,2866000,267.0,ADBE
2018-09-12,270.94000244140625,266.45001220703125,267.8299865722656,267.7900085449219,3365400,267.7900085449219,ADBE
2018-09-13,270.0,265.010009765625,267.1300048828125,268.5199890136719,4774000,268.5199890136719,ADBE
2018-09-14,277.6099853515625,268.0,269.0,274.69000244140625,6182500,274.69000244140625,ADBE
2018-09-17,275.7799987792969,267.67999267578125,275.0,268.25,3080900,268.25,ADBE
2018-09-18,273.7799987792969,266.6000061035156,267.6099853515625,270.7900085449219,2684400,270.7900085449219,ADBE
2018-09-19,271.95001220703125,263.6099853515625,271.1400146484375,264.8800048828125,2801400,264.8800048828125,ADBE
2018-09-20,269.5400085449219,264.19000244140625,266.4700012207031,266.3399963378906,2560200,266.3399963378906,ADBE
2018-09-21,267.5,260.239990234375,266.1499938964844,260.8800048828125,6186500,260.8800048828125,ADBE
2018-09-24,264.4599914550781,257.07000732421875,260.0,264.0899963378906,2619100,264.0899963378906,ADBE
2018-09-25,268.42999267578125,264.20001220703125,264.6000061035156,267.8399963378906,2298000,267.8399963378906,ADBE
2018-09-26,270.67999267578125,266.6600036621094,268.55999755859375,268.4700012207031,2027700,268.4700012207031,ADBE
2018-09-27,272.4200134277344,269.25,270.0,269.9100036621094,1735200,269.9100036621094,ADBE
2018-09-28,272.260009765625,268.44000244140625,269.75,269.95001220703125,2784500,269.95001220703125,ADBE
2018-10-01,276.6300048828125,271.4599914550781,271.760009765625,275.489990234375,3553100,275.489990234375,ADBE
2018-10-02,277.0299987792969,271.8500061035156,274.7099914550781,272.0,3254400,272.0,ADBE
2018-10-03,274.1700134277344,269.760009765625,273.25,270.510009765625,2726400,270.510009765625,ADBE
2018-10-04,271.07000732421875,260.5400085449219,269.5,263.7099914550781,3780300,263.7099914550781,ADBE
2018-10-05,266.1000061035156,258.30999755859375,263.9599914550781,263.2200012207031,3098600,263.2200012207031,ADBE
2018-10-08,263.4599914550781,248.69000244140625,261.8399963378906,254.69000244140625,5109200,254.69000244140625,ADBE
2018-10-09,258.7200012207031,251.7100067138672,254.16000366210938,254.16000366210938,2597500,254.16000366210938,ADBE
2018-10-10,253.3800048828125,237.86000061035156,252.52000427246094,237.91000366210938,5309300,237.91000366210938,ADBE
2018-10-11,245.72000122070312,234.72000122070312,236.41000366210938,238.58999633789062,7042900,238.58999633789062,ADBE
2018-10-12,249.91000366210938,242.77999877929688,247.74000549316406,248.8699951171875,4779900,248.8699951171875,ADBE
2018-10-15,248.3699951171875,238.0,248.33999633789062,238.00999450683594,5106400,238.00999450683594,ADBE
2018-10-16,261.7300109863281,251.77000427246094,252.5,260.6700134277344,8679600,260.6700134277344,ADBE
2018-10-17,261.8900146484375,255.25999450683594,261.2099914550781,258.9100036621094,4405100,258.9100036621094,ADBE
2018-10-18,257.2099914550781,246.00999450683594,256.19000244140625,250.35000610351562,5378900,250.35000610351562,ADBE
2018-10-19,252.88999938964844,243.63999938964844,252.72999572753906,245.02999877929688,4070600,245.02999877929688,ADBE
2018-10-22,251.63999938964844,242.8000030517578,246.0,251.05999755859375,3487000,251.05999755859375,ADBE
2018-10-23,254.91000366210938,242.55999755859375,246.19000244140625,251.75999450683594,5006300,251.75999450683594,ADBE
2018-10-24,254.60000610351562,238.22999572753906,250.61000061035156,238.44000244140625,4859500,238.44000244140625,ADBE
2018-10-25,253.58999633789062,241.66000366210938,242.1699981689453,252.9199981689453,5283600,252.9199981689453,ADBE
2018-10-26,252.17999267578125,241.41000366210938,243.85000610351562,245.8000030517578,4505800,245.8000030517578,ADBE
2018-10-29,254.52999877929688,233.39999389648438,250.6699981689453,239.75,4725000,239.75,ADBE
2018-10-30,242.5,231.6999969482422,238.99000549316406,238.41000366210938,5626800,238.41000366210938,ADBE
2018-10-31,249.60000610351562,243.6699981689453,245.41000366210938,245.75999450683594,4423000,245.75999450683594,ADBE
2018-11-01,247.5500030517578,241.49000549316406,245.69000244140625,245.27999877929688,3192200,245.27999877929688,ADBE
2018-11-02,247.47000122070312,237.8000030517578,246.57000732421875,239.63999938964844,4335300,239.63999938964844,ADBE
2018-11-05,241.0,233.6199951171875,240.0,239.88999938964844,3224100,239.88999938964844,ADBE
2018-11-06,244.63999938964844,237.75999450683594,240.47999572753906,240.55999755859375,2446700,240.55999755859375,ADBE
2018-11-07,253.9600067138672,243.80999755859375,244.8000030517578,253.42999267578125,3790600,253.42999267578125,ADBE
2018-11-08,254.1300048828125,247.74000549316406,253.30999755859375,249.9600067138672,2389300,249.9600067138672,ADBE
2018-11-09,248.2899932861328,241.16000366210938,247.55999755859375,244.83999633789062,2765900,244.83999633789062,ADBE
2018-11-12,244.8000030517578,235.36000061035156,244.13999938964844,236.6699981689453,3498300,236.6699981689453,ADBE
2018-11-13,243.0,235.85000610351562,238.3800048828125,238.74000549316406,4017100,238.74000549316406,ADBE
2018-11-14,242.91000366210938,231.91000366210938,242.16000366210938,235.22000122070312,3261300,235.22000122070312,ADBE
2018-11-15,241.42999267578125,231.3300018310547,233.97999572753906,239.9499969482422,3383500,239.9499969482422,ADBE
2018-11-16,240.13999938964844,235.3699951171875,239.52000427246094,238.88999938964844,2897400,238.88999938964844,ADBE
2018-11-19,238.64999389648438,218.72000122070312,237.5,219.69000244140625,7642200,219.69000244140625,ADBE
2018-11-20,222.83999633789062,207.02000427246094,209.41000366210938,219.72999572753906,6180500,219.72999572753906,ADBE
2018-11-21,228.99000549316406,222.24000549316406,225.3300018310547,225.97999572753906,4846400,225.97999572753906,ADBE
2018-11-23,227.74000549316406,222.50999450683594,222.7100067138672,225.55999755859375,1691000,225.55999755859375,ADBE
2018-11-26,233.3000030517578,227.91000366210938,229.19000244140625,231.9600067138672,3603700,231.9600067138672,ADBE
2018-11-27,232.77999877929688,228.67999267578125,230.77000427246094,232.25,2882400,232.25,ADBE
2018-11-28,250.41000366210938,237.74000549316406,237.89999389648438,249.2100067138672,6447100,249.2100067138672,ADBE
2018-11-29,252.25,244.30999755859375,246.36000061035156,249.08999633789062,3723500,249.08999633789062,ADBE
2018-11-30,251.57000732421875,247.08999633789062,250.22999572753906,250.88999938964844,5156700,250.88999938964844,ADBE
2018-12-03,260.7200012207031,251.82000732421875,260.7099914550781,255.25999450683594,4286200,255.25999450683594,ADBE
2018-12-04,254.7100067138672,244.97999572753906,253.22000122070312,245.82000732421875,4041700,245.82000732421875,ADBE
2018-12-06,250.67999267578125,237.9600067138672,240.0,250.6300048828125,3950600,250.6300048828125,ADBE
2018-12-07,249.25999450683594,237.64999389648438,248.38999938964844,238.0,3971100,238.0,ADBE
2018-12-10,245.39999389648438,237.00999450683594,237.4600067138672,244.08999633789062,3194300,244.08999633789062,ADBE
2018-12-11,251.75,242.77999877929688,251.42999267578125,245.33999633789062,3179400,245.33999633789062,ADBE
2018-12-12,251.55999755859375,245.0399932861328,249.99000549316406,245.5500030517578,4067900,245.5500030517578,ADBE
